திருக்குற்றாலக் குறவஞ்சி சொல்லடைவு
பாதர் - 4.3 
பாதலத்துளார்க்கும் - 189.2 
பாதாளகங்கை - 81.2 
பாபம் - 173.2 
பாம்பு - 51.4; 347.2; 375.2,2 
பாம்புகட்கு - 25.1 
பாம்பை - 385.1 
பாய்கின்ற - 302.4 
பாய்ந்து - 253.1 
பாய - 156.2 
பாயுதே - 69.1 
பாயும் - 139.1; 174.2; 271.1 
பார் - 1.2; 71.2; 196.4; 203.2; 206.1; 269.4; 283.4; 301.4,4 
பார்க்க - 44.4; 396.1 
பார்க்கவோ - 391.1 
பார்க்கில் - 52.3; 181.2; 222.1; 357.1 
பார்க்கின்றானே - 263.4 
பார்த்தால் - 383.1 
பார்த்திபன் - 227.2 
பார்த்திருந்தேன் - 310.2 
பார்த்து - 217.2 
பார்த்துக் - 115.36 
பார்ப்பவர் - 315.1 
பார்ப்பாரடா - 336.1 
பார்ப்பானுக்கு - 290.3 
பார்ப்பானேன் - 381.1 
பார்வை - 127.1; 335.2 
பார்வையால் - 30.1; 52.1 
பார - 122.3; 154.3; 329.3; 374.2,2 
பாரடா - 70.1; 391.2 
பாராய் - 195.4; 350.2 
பாரில் - 57.1 
பாரிலே - 81.2 
பாருக்குள் - 374.1 
பாரைக்குளம் - 273.1 
பால் - 15.1; 82.3; 219.2 
பால்வண்ணச்சங்கு - 284.3 
பாலமும் - 278.2 
பாலன் - 283.4 
பாலாறு - 102.1; 302.4 
பாலில் - 197.1 
பாலுக்கு - 38.2 
பாலை - 156.1 
பாவகமாக - 263.3 
பாவநாசம் - 321.4 
பாவம் - 161.1; 314.4; 315.2; 351.2 
பாவலர் - 110.2 
பாவனை - 42.2 
பாவனையை - 44.4 
பாவி - 62.4; 68.2; 396.1 
பாவிக்கு - 90.2 
பாவிதானே - 352.1 
பாவியே - 309.8 
பாவியேன் - 329.3 
பாவை - 249.1 
பாவையும் - 54.4 
பாவையை - 331.4 
பாற்கடலில் - 184.1 
பாறை - 301.3 
பான்மை - 316.2 
பிக்கு - 291.4 
பிச்சைப்பிள்ளை - 279.3; 280.4; 305.1 
பிச்சோ - 57.4 
பிடாரி - 223.15 
பிடி - 163.3 
பிடிக்குது - 224.2 
பிடிக்கும் - 187.1 
பிடிக்குள் - 37.1 
பிடித்த - 38.3; 67.4; 69.2; 115.22 
பிடித்தது - 8.2 
பிடித்தால் - 335.2 
பிடித்தாலும் - 149.2 
பிடித்து - 67.4; 385.1 
பிடித்துக்கொண்டு - 290.2 
பிடித்துவந்த - 16.1 
பிடித்தே - 256.2 
பிடியாதே - 69.2 
பிடியே - 72.4 
பிதுங்கி - 121.2 
பிந்தடி - 44.2 
பிரம்படி - 7.4 
பிரம்படிக்கு - 99.1 
பிரம்புடையான் - 2.2 
பிரமலோகம் - 326.2 
பிரமைகொண்ட - 81.4 
பிரமைகொண்டான் - 308.4 
பிரமையாலே - 62.1 
பிராட்டியார் - 268.4 
பிராமணர் - 291.3 
பிரிந்தால் - 319.2 
பிரியும் - 157.3 
பிள்ளாய் - 70.3 
பிள்ளை - 290.2; 297.2 
பிள்ளையார் - 282.2 
பிளவும் - 202.1 
பிறகே - 346.4 
பிறந்ததற்கோ - 64.1 
பிறந்ததுண்டே - 63.3 
பிறந்தாய் - 63.1 
பிறந்தாலும் - 89.3 
பிறர் - 34.1; 300.3 
பிறவாத - 221.2 
பிறை - 132.1 
பிறையார் - 256.1 
பிறையை - 33.4 
பிறை_நுதலே - 211.1 
பின் - 13.3; 21.1; 69.2; 291.3; 313.2; 314.3; 330.3 
பின்தொடர - 339.1 
பின்னம் - 201.1 
பின்னல் - 66.2; 71.1 
பின்னான - 290.2 
பின்னும் - 157.3 
பின்னே - 39.4 
பின்னை - 230.1; 232.1 
பின்னையும் - 240.1 
பீட - 38.4 
பீலியடா - 368.2,2 
புகழ் - 85.3; 119.3; 285.3 
புகழும் - 168.1 
புகுந்து - 253.2 
புகும் - 107.2 
புசியாதோ - 25.2 
புட்பகந்தன் - 177.2 
புட்பபாணம் - 318.3 
புடை - 12.2 
புடைக்கவே - 7.4 
புடைத்த - 373.1 
புடைத்து - 122.3 
புண்ணியம் - 288.2 
புணர் - 111.1 
புணர்பவர் - 119.4 
புணர - 308.4 
புதுக்குளம் - 279.4 
புதுக்குளமும் - 305.1,3 
புதுத்தெரு - 341.4 
புதுப்பாட்டும் - 103.2 
புதைக்கவே - 10.2 
புயத்தான் - 282.3 
புயத்தில் - 50.1 
புயல் - 14.3 
புரண்டு - 41.1,1 
புரத்து - 83.1 
புரந்திடும் - 2.2 
புரி - 1.3; 153.3 
புரிந்து - 266.4 
புரிநூலின் - 17.1 
புருடன் - 233.1 
புருவ - 15.3 
புருவத்தாள் - 34.1 
புரையேறும் - 115.4 
புல்லி - 119.3 
புலம்ப - 162.3 
புலம்பொடு - 40.2 
புலவர் - 103.2 
புலவீர் - 397.1 
புலி - 8.3; 69.1; 223.14; 251.2; 258.2 
புலியனை - 261.1 
புலியூர் - 274.2 
புலியை - 250.2; 258.1 
புலியொடு - 258.1 
புவனம் - 160.3; 168.1; 266.4 
புழுகோ - 223.20 
புள்ளிமான் - 223.5 
புள்ளும் - 305.4 
புளக - 330.1 
புளியங்குளம் - 273.2 
புற்றரவில் - 184.1 
புறப்படமாட்டேன் - 318.3 
புறப்படும் - 266.3 
புறம் - 22.1 
புறம்பாகி - 267.3 
புறவில் - 254.2; 299.2 
புறவின் - 307.2 
புறவு - 278.4; 304.4 
புறாவுக்கு - 322.2 
புறாவும் - 268.1; 322.3 
புறாவே - 309.1 
புன்னை - 379.1 
புன்னைக்காவு - 321.1 
புனம் - 138.1 
புனல் - 115.3; 133.1; 162.1; 209.1; 266.1 
புனலா - 109.3 
புனை - 42.1 
புனைந்த - 214.1 
புனைந்தவர் - 348.1 
புனைந்தார் - 109.2 
புனைந்தாரை - 75.1; 77.1 
புனைந்து - 35.3; 115.20 
பூ - 2.1; 28.3; 33.3; 115.17; 249.2; 284.2; 330.1 
பூங்கோதை - 48.1 
பூங்கோதையே - 228.1 
பூச்சி - 367.1 
பூசலாகாது - 331.2 
பூசலாட - 46.2 
பூசாள் - 331.2 
பூசி - 301.1 
பூசித்த - 113.1 
பூசினும் - 331.2 
பூசுவார் - 60.1 
பூசை - 177.1; 283.2 
பூட்டி - 29.1 
பூட்டிக்கொண்டு - 252.2 
பூட்டினாளே - 248.2 
பூண்ட - 20.1; 224.1; 227.2; 249.4; 348.3 
பூண்டவனை - 405.1 
பூண்டாரை - 394.2 
பூண்டு - 78.3; 86.1; 116.3; 249.2; 250.1 
பூண - 20.1; 382.1 
பூணாக - 347.2 
பூணும் - 194.2 
பூணேனே - 55.4 
பூத்த - 127.2; 153.1 
பூத்தது - 378.1 
பூதலத்தின் - 189.2 
பூப்பானேன் - 377.1 
பூபாலன் - 284.1 
பூம் - 44.1; 162.1; 369.1 
பூமனுக்கும் - 402.1 
பூமிக்கு - 158.1 
பூமியில் - 162.3 
பூரணத்தை - 205.2 
பூரிகை - 70.3 
பூவிட்டுக் - 301.1 
பூவில் - 382.1 
பூவும் - 60.2 
பூவையே - 223.5 
பூவையை - 331.4 
பூனை - 253.3; 292.4 
பூனைகுத்தி - 292.4 
பூனையை - 389.2 
பூஷணம் - 29.1 
பெட்டக - 385.1 
பெட்டைக்குளத்தில் - 310.2 
பெண் - 30.2; 50.3,4; 81.4; 223.17; 240.2; 241.2; 243.1; 303.1; 347.1 
பெண்கட்கு - 240.2 
பெண்கள் - 20.1; 54.2; 133.2; 149.1; 335.2; 366.1 
பெண்களிலே - 81.4 
பெண்களுக்குள்ளே - 233.2 
பெண்கொடுத்த - 182.2 
பெண்சென்மம் - 89.2 
பெண்ணரசே - 243.1 
பெண்ணாகிய - 91.4 
பெண்ணாள் - 29.2 
பெண்ணிலே - 62.1 
பெண்ணுக்கு - 30.2 
பெண்ணுடன் - 63.3; 243.2 
பெண்ணே - 85.4; 87.1; 194.2; 365.2,2; 371.2,2 
பெண்ணை - 91.4; 151.1 
பெண்பிள்ளாய் - 72.4 
பெண்பிள்ளை - 70.4 
பெண்மதி - 24.2 
பெண்மை - 63.4 
பெண்மையில் - 223.25 
பெண்மையை - 157.3 
பெத்தரிக்கம் - 97.1 
பெம்மானை - 76.1 
பெரிதான - 94.1 
பெரிய - 179.2; 180.4; 181.2; 201.2; 359.1 
பெரியார் - 254.1 
பெரு - 61.4; 108.1; 150.1 
பெருக்கம் - 52.3; 353.2 
பெருக்கமும் - 13.1,1,1,1,2,2 
பெருக்கமே - 38.3 
பெருக்கவே - 14.3 
பெருக்கி - 218.2 
பெருகி - 348.2 
பெருகு - 61.3; 81.3 
பெருகும் - 136.2 
பெருங்குளம் - 273.1 
பெருச்சாளி - 9.1 
பெருச்சாளியை - 290.1 
பெரும் - 97.2; 211.2; 242.1; 285.2; 347.3 
பெருமான் - 28.1 
பெருமானார் - 112.2 
பெருமானை - 16.1 
பெருமை - 304.3 
பெலப்பானோ - 335.2 
பெற்ற - 38.2; 55.3; 182.1; 195.4; 196.4; 279.1; 292.3; 360.1; 368.1; 372.1 
பெற்றவன் - 279.3 
பெற்றார் - 326.2 
பெற - 50.4; 121.3; 249.2 
பெறவே - 208.1 
பெறு - 249.1 
பெறும் - 165.1; 176.2; 184.1; 187.1 
பெறுவார் - 326.1 
பேச்சால் - 318.2 
பேச்சு - 58.2; 204.1 
பேச - 164.2 
பேசாத - 297.2 
பேசாமல் - 300.3 
பேசி - 82.1; 258.3 
பேசிடாத - 57.3 
பேசியே - 300.4 
பேசுதற்கு - 94.2 
பேசுது - 224.2 
பேட்டை - 272.2 
பேட்டைச் - 308.3 
பேடை - 30.2; 310.2; 313.2; 322.1 
பேடையை - 328.1 
பேதம் - 351.1 
பேதமாய்த் - 268.3 
பேதைத் - 244.1 
பேதைமைக்கு - 78.2 
பேய் - 317.3; 330.4 
பேயர் - 346.2 
பேயே - 316.4 
பேயோ - 57.4 
பேர் - 76.1; 197.2; 328.1; 410.3 
பேர்க்கு - 340.2 
பேர்க்கும் - 85.3 
பேர்களுகு - 338.4 
பேராசை - 89.3 
பேராய் - 195.4 
பேரால் - 410.3 
பேரான - 284.4 
பேரி - 10.1 
பேரிக்கும் - 271.2 
பேரிகை - 161.4 
பேரிகையே - 70.3 
பேரியும் - 277.3 
பேரிலே - 81.4 
பேரும் - 238.2; 239.2 
பேரைக் - 59.3 
பேறா - 291.4 
பேறாக - 221.1; 300.2 
பேறான - 300.3 
பேறு - 79.3; 326.1,2 
பேறுடை - 284.4 
பேனை - 392.2 
பை - 25.1 
பைங்கொடி - 40.4 
பைந்தொடி - 43.4 
பையை - 51.4 
பொங்கம் - 332.2 
பொங்கவே - 120.3 
பொங்கு - 17.2; 41.1; 172.1 
பொங்குமாகடலே - 171.2 
பொட்டழகும் - 275.3 
பொட்டிட்டு - 301.1 
பொடியாகிலும் - 300.3 
பொடியும் - 339.1,1 
பொது - 104.2 
பொய்யாது - 222.3 
பொரி - 209.2 
பொரியுதே - 60.2 
பொரியும் - 260.1 
பொரு - 119.1; 121.2 
பொருட்டாலே - 314.4 
பொருத - 72.3 
பொருதானே - 75.4 
பொருது - 70.4 
பொருதும் - 15.4 
பொருந்து - 172.2 
பொருள் - 347.4 
பொல்லாத - 69.4; 312.1 
பொல்லாப்பு - 68.4 
பொலிவாய் - 249.2 
பொழி - 14.4 
பொழுதும் - 339.2 
பொறார்களோ - 396.2 
பொறு - 298.1,1 
பொறுக்கமாட்டாதே - 122.4 
பொறுக்கும் - 382.2 
பொறுக்குமோ - 382.1; 396.1 
பொறுத்தவர் - 396.2 
பொன் - 11.2; 28.3; 43.4; 80.4; 116.4; 247.1; 249.2; 266.4; 304.1; 347.2; 381.1 
பொன்னழகுமாய் - 275.3 
பொன்னிட்டு - 301.1 
பொன்னின் - 47.1; 122.3; 214.1 
பொன்னும் - 172.2 
பொன்னுலக - 189.1 
பொன்னுலகில் - 79.3 
போக - 22.1 
போகட்டு - 302.3 
போகம் - 332.2 
போகவர - 340.3 
போட்ட - 114.1 
போட்டி - 90.2 
போட்டு - 317.4 
போட - 162.3 
போடுவான் - 318.3 
போத - 255.1 
போதம் - 160.3; 389.2 
போதாதோ - 68.2 
போதில் - 114.2 
போதிலே - 245.1 
போது - 348.1,2 
போதும் - 200.2; 395.2 
போம் - 115.37 
போய் - 28.1; 44.2; 66.4; 308.4; 314.1; 320.3; 324.1; 389.2 
போய்த் - 87.1 
போயினும் - 311.1,1; 312.1 
போயினுமே - 310.4 
போர் - 258.1 
போல் - 4.4; 14.3; 16.2; 24.2; 28.2; 32.2; 33.3,4,4; 34.3,3; 38.3; 50.3; 54.3; 59.4; 64.3; 65.2; 78.1; 114.2; 115.14; 122.3; 126.1; 156.3; 176.2; 212.3; 223.14; 228.2; 239.1; 252.2; 253.1,3,3,3,4; 262.1; 263.3; 266.3; 269.3; 271.2; 292.4; 302.1,2; 313.3; 316.2,3; 335.1; 337.1; 338.1; 339.4; 347.4; 348.2; 354.3 
போல - 77.2; 267.4; 288.2; 302.4; 314.4; 341.3; 363.1 
போலவும் - 301.2; 315.1,2,3,4 
போலவே - 29.2; 30.2; 31.2; 47.1; 268.4; 282.1; 312.2; 314.2 
போலும் - 301.3; 309.7 
போலே - 52.3; 124.2; 262.1; 317.2; 346.2 
போவது - 315.2 
போற்ற - 196.2 
போற்றி - 257.2 
போற்றிய - 6.1; 278.3 
போற்றும் - 220.2; 341.4 
போன - 291.1; 341.4 
போனது - 312.2 
போனனடா - 356.2,2 
போனால் - 314.4 
போனாள் - 342.1,2 
போனேன் - 75.3; 322.2; 323.2 
மக்கம் - 195.1 
மகத்தை - 312.1 
மகபதி - 187.1 
மகம் - 159.1 
மகர - 46.1 
மகராசர் - 136.1 
மகராசி - 222.2 
மகள் - 316.1,3; 364.1 
மகனார்க்கும் - 186.1 
மகா - 141.2 
மகிமை - 163.4; 168.1 
மகிழ்ச்சி - 128.2 
மகுட - 7.4 
மகுடாகமம் - 101.1 
மங்கல - 161.4 
மங்குலில் - 41.2 
மங்கை - 34.2; 41.4; 271.2 
மங்கைக்கு - 266.2 
மங்கையர் - 14.1; 161.3 
மங்கையாம் - 53.4 
மஞ்சனை - 112.1 
மட்டிலா - 115.30 
மட்டு - 262.2; 309.3 
மட்டுப்படாவிடில் - 387.2 
மட்டும் - 326.3 
மட - 37.3; 115.3 
மடந்தை - 107.1 
மடந்தையர் - 157.2 
மடம் - 281.1 
மடவார் - 16.2; 252.2 
மடவார்க்கு - 115.36 
மடி - 297.3 
மடித்தது - 369.2,2 
மண்டபத்தான் - 115.12 
மண்டலீகரை - 7.4 
மண்டிய - 41.1 
மண்டுவேன் - 201.2 
மண்டோதரியாள் - 80.3 
மண்ணில் - 157.1; 379.1 
மண்ணிலே - 62.2 
மண்ணுலகத்தவர்க்கும் - 189.1 
மண்ணோடே - 387.2 
மணக்கோலம் - 197.3 
மணமும் - 223.30 
மணி - 9.3; 15.4; 54.4; 114.3; 115.20; 116.2; 137.1; 194.1; 249.2; 250.1; 251.1; 252.2 
மணிப் - 43.3; 227.1; 394.1 
மணியபட்டன் - 304.3 
மத்தளம் - 14.3 
மத்தளம்பாறை - 273.3 
மத்து - 161.2 
மத - 177.1; 258.1,2; 335.2 
மதர் - 116.2 
மதன் - 41.2; 75.3; 352.1 
மதன - 340.4 
மதனனும் - 120.3 
மதனை - 72.1 
மதி - 4.4; 35.1; 62.2,2; 111.1; 121.4; 152.1; 154.3; 297.2; 303.1; 348.1; 398.1 
மதியம் - 75.1; 408.1 
மதியாமல் - 237.2; 241.2 
மதில் - 174.2 
மதிலும் - 263.1 
மதி_கொண்டான் - 320.4 
மதுரம் - 72.3 
மதுரித - 119.3 
மதுரை - 183.2; 195.3; 197.4; 320.4 
மதுரையில் - 289.1 
மந்தர - 46.1 
மந்தி - 129.2 
மந்தியொடு - 129.1 
மந்திரம் - 340.2 
மந்திரியாகவும் - 280.1 
மந்திரியார் - 289.1 
மயக்கம் - 62.2 
மயக்கமதாய் - 55.1 
மயக்கமோ - 223.26 
மயக்காதே - 242.1 
மயக்கால் - 242.1 
மயக்கி - 329.4 
மயக்குது - 336.2 
மயக்கும் - 34.2; 335.2 
மயக்குவள் - 344.1 
மயங்கவே - 7.2; 30.2 
மயங்காரோ - 51.2 
மயங்கிக்கிடக்கின்றேன் - 62.2 
மயல் - 223.27; 331.3 
மயல்கொண்டாயே - 78.4 
மயல்கொண்டாளே - 53.4 
மயனும் - 403.1 
மயிர் - 256.3 
மயில் - 42.3; 121.4; 148.1 
மயில்_அனார் - 14.3 
மயிலி - 242.2 
மயிலுகு - 323.1 
மயிலும் - 267.2; 323.3 
மயிலையும் - 290.2 
மயூரமே - 309.3 
மரங்கொத்திப்பட்சியும் - 268.1 
மரநாய் - 324.3 
மரப்பாவை - 339.1 
மரமாய் - 179.1 
மராடம் - 195.1 
மரு - 108.2 
மருக்கள் - 353.2 
மருகர் - 183.2 
மருகா - 223.3 
மருங்கில் - 115.21 
மருங்கு - 162.2 
மருட்டிச் - 29.1 
மருதூர் - 279.2; 321.3 
மருதூர்க்கு - 280.2 
மருந்தாகிலும் - 300.3 
மருந்து - 34.3; 90.4,4; 124.2; 339.1; 341.3 
மருந்தும் - 339.2,2 
மருப்பு - 115.10 
மருமகனை - 399.1 
மல்லன் - 260.2 
மல்லாடவே - 121.2 
மலர் - 8.4; 14.1; 28.3; 127.2; 188.1; 274.4; 309.4; 350.1 
மலர்ந்த - 294.1 
மலர்ப் - 40.3; 41.3 
மலை - 116.4; 117.1; 119.4; 120.4; 121.4,4,4; 123.1; 126.2; 128.4,4,4; 141.1,2; 142.1,1,2; 143.1,2; 144.2; 146.1,1,2; 147.1,2; 148.2; 152.2; 153.2; 180.3; 223.8; 242.2 
மலைக்கு - 399.1 
மலைகள் - 151.2 
மலைச்சாரல் - 187.2 
மலைநாட்டார் - 285.4 
மலைநாடு - 195.1 
மலையரசன் - 182.2 
மலையில் - 139.2 
மலையும் - 142.2 
மலையே - 132.2; 136.2; 140.2 
மலையை - 83.3,4; 152.1; 155.2; 340.1 
மவுனநாயகர் - 6.1 
மவுனயோகியரும் - 170.1 
மழ - 5.1 
மழு - 8.1; 51.1; 398.2 
மழுவும் - 73.4 
மழு_ஏற்றவர் - 217.1 
மழை - 120.1; 155.3; 160.1 
மற்றொரு - 267.2 
மற - 118.1 
மறக்கவும் - 89.2 
மறந்தாய் - 63.2 
மறந்தால் - 89.2 
மறந்து - 20.1 
மறந்துவிட்டேன் - 329.3 
மறி - 4.2; 8.2 
மறிக்கும் - 137.2 
மறு - 24.1; 223.25 
மறுகிவிட்டேனே - 74.4 
மறுகினில் - 74.3 
மறுகினூடே - 78.3 
மறுகு - 114.4 
மறுத்து - 331.2 
மறுபிறவி - 397.3 
மறை - 4.3; 110.1; 112.2; 115.9; 409.1 
மறைகள் - 10.4 
மறைகூட - 163.1 
மறைத்த - 150.2 
மறைத்து - 314.2 
மறையவனை - 408.2 
மறையோனை - 400.2 
மன்மதா - 68.1,2,3,4; 69.1,2,3,4; 70.1,2,3,4; 71.1,2,3,4 
மன்றல் - 75.1; 120.2; 231.1 
மன்றில் - 120.4 
மன்று - 176.1 
மன்னர் - 223.27; 245.1 
மன்னவர் - 79.1; 115.35 
மன்னவர்கள் - 200.1 
மன்னவன் - 314.4 
மன்னவனை - 409.2 
மன்னன் - 266.2; 280.1; 282.4 
மன்னிய - 223.14 
மன - 36.3 
மனக்குறி - 115.38; 212.4; 330.3 
மனக்குறியும் - 345.1 
மனதில் - 84.1 
மனப் - 389.1 
மனம் - 22.1; 43.1; 128.2; 330.4; 351.1 
மனம்கொண்டாள் - 53.4 
மனிதராகிய - 7.1 
மனு - 2.1; 110.2 
மனுநீதி - 283.2 
மனையறத்தால் - 218.2 
மா - 3.1; 72.1; 115.7; 154.2,3; 159.3; 196.2; 223.11; 249.4; 309.4; 314.2 
மாங்குயில் - 85.1; 154.1 
மாங்குயில்கள் - 352.2 
மாட - 306.2; 322.2,3 
மாடப்புறாவும் - 267.2 
மாடம் - 59.2; 114.4 
மாடா - 223.14 
மாடு - 78.4 
மாண்ட - 365.1 
மாணிக்க - 245.2; 378.2 
மாணிக்கக்கல்லடா - 381.2 
மாணிக்கம் - 143.1 
மாத்திரைக்கோல் - 114.3; 115.32; 116.2 
மாத்திரைக்கோலது - 127.1 
மாத்திரைக்கோலும் - 115.22 
மாதம் - 160.1 
மாதர் - 44.2; 61.1; 78.1; 100.1 
மாதவழி - 95.2 
மாது - 32.1,2; 266.1; 409.2 
மாந்தி - 53.3 
மாப்பிள்ளை - 207.4 
மாம்பழ - 161.2 
மாமன் - 402.2 
மாமனார் - 188.2 
மாமனுக்கு - 401.2 
மாமனை - 401.2 
மாமி - 147.1 
மாமியாள் - 316.1 
மாய - 338.3; 339.1 
மாயம் - 52.4 
மாயம்செய்தாரை - 89.1 
மாயமோ - 27.2; 57.4 
மார்க்கம் - 193.4; 259.2 
மார்க்கமது - 365.2,2 
மார்பன் - 17.1 
மார்பில் - 26.1; 122.2 
மார்பிற்கு - 373.1 
மார்பினில் - 9.3 
மார்பு - 331.1 
மார்பும் - 1.3 
மாரன் - 154.4 
மாரனேரிக்குளம் - 273.3 
மாரனை - 29.1 
மாராசன் - 305.3 
மாரி - 115.6 
மாரிப்பற்றும் - 272.4,4 
மால் - 6.2; 15.4; 18.1; 68.3,4; 79.2; 278.3 
மாலாகில் - 18.1 
மாலான - 323.4 
மாலிகை - 9.3 
மாலிகையான் - 115.16 
மாலை - 28.3; 73.3; 108.1,2; 247.1; 249.1,2,2,2,3,4; 390.2 
மாலையாகிலும் - 91.2 
மாலையும் - 223.30 
மாலொடு - 12.2 
மாவின் - 263.4 
மாற்று - 90.4 
மாறனுக்கும் - 183.2 
மாறாமல் - 218.1 
மான் - 57.1; 187.2 
மான்கள் - 16.2 
மானவர் - 289.1 
மானவன் - 279.3 
மானே - 79.1,2,3,4; 80.1,2,3,4; 212.2 
மானை - 16.1; 76.2 
மிக்க - 86.3; 217.3; 285.2 
மிக்கதோர் - 223.16 
மிக்கான் - 207.2 
மிக்கான - 251.2; 284.3 
மிகுதலால் - 92.2 
மிகுந்த - 97.1; 334.1 
மிஞ்ச - 154.3 
மிஞ்சிய - 124.2 
மிஞ்சு - 118.2; 195.4 
மிருகம் - 150.1 
மிருகமதாய் - 179.2 
மிழற்றவே - 11.1 
மின் - 381.1 
மின்கள் - 120.1 
மின்ன - 127.2 
மின்னார் - 154.2; 162.2; 313.1 
மின்னாரை - 31.1 
மின்னின் - 47.1 
மின்_அனார் - 59.3 
மின்_அனாளே - 92.4 
மீசை - 252.3 
மீதில் - 36.3; 73.1 
மீள - 157.2 
மீறும் - 291.1 
மீன்களும் - 300.1 
மீன்கொத்தி - 304.4 
மீன்கொத்திப்புள்ளும் - 268.1 
மீன - 67.4 
மீனாட்சி - 197.4 
முக்கண் - 90.4 
முக்கணர் - 122.1 
முக்கணான் - 158.3 
முக்கி - 292.2 
முகத்தில் - 116.3; 401.1 
முகத்தினாள் - 35.2 
முகத்து - 400.1 
முகம் - 245.1 
முகமாய் - 269.3 
முகமும் - 269.4; 336.1 
முகில் - 1.4; 10.1; 112.1 
முகில்வண்ணனும் - 289.3 
முகிழ் - 194.2 
முட்ட - 201.2; 387.1 
முட்டடா - 387.2 
முட்டவோ - 387.1 
முட்டி - 286.3 
முடி - 18.2; 118.2 
முடித்த - 24.1; 132.1 
முடித்ததில் - 380.1 
முடித்தவர் - 112.1 
முடித்தார் - 53.1 
முடித்து - 250.1; 301.1 
முடியில் - 50.4 
முடியின் - 18.2 
முடியை - 401.1 
முடுகி - 44.2 
முத்தம் - 60.2; 157.2 
முத்தம்கொடுக்கவா - 386.1 
முத்தலை - 115.2 
முத்தாடி - 286.3 
முத்தாடும் - 133.1 
முத்தாரம் - 194.2 
முத்தாரமடா - 374.2,2 
முத்திரை - 213.1 
முத்தினாள் - 35.1 
முத்து - 34.4; 226.1; 332.1; 379.2 
முத்தும் - 172.2 
முத்துமன்னன் - 307.2 
முத்து_உடையார் - 4.1 
முத்தோ - 223.21 
முதல் - 113.1; 115.29; 196.2; 274.3; 291.1 
முதலாகத் - 93.1 
முதலான - 169.2 
முதலிய - 11.4 
முதலோரைப் - 2.1 
முதாரி - 213.2 
முதிய - 158.3 
முது - 167.2 
முந்தடி - 44.2 
முந்தி - 289.1 
முந்தியதோ - 43.2,2,2 
முந்நீர் - 379.2 
முப்பழம் - 208.2 
முப்பொழுதும் - 106.1 
மும்மை - 125.1 
முயக்கியே - 329.4 
முயக்குவள் - 344.2 
முயற்சிசெயும் - 106.2 
முரசு - 15.4 
முரசும் - 115.12 
முரளி - 121.3 
முருக்கின் - 33.3 
முருகா - 223.3,13 
முருகு - 60.1; 361.2,2 
முருகோனை - 400.1 
முல்லை - 119.1; 161.3 
முல்லைப்பூம் - 226.1 
முலை - 26.2,2; 39.2; 116.3; 119.1; 120.1; 121.2; 122.3; 128.3; 153.1; 154.2; 194.2; 204.1; 286.4; 309.5; 387.1 
முலைக்கு - 21.2; 115.23; 155.2 
முலைகள் - 46.1 
முலைகளும் - 340.1 
முலைகொண்டு - 48.2 
முலைப் - 72.3 
முலையார்க்கு - 125.1 
முலையை - 330.1; 340.2 
முழக்கமும் - 10.1,2 
முழக்கிய - 10.3 
முழக்கொடு - 10.1 
முழங்கிட - 14.3 
முழங்கு - 133.1 
முழங்கும் - 115.12; 128.1; 176.1 
முழவு - 148.1 
முழு - 118.1; 292.4 
முழுதினும் - 13.2 
முழுதும் - 249.3 
முழுப்பலவின் - 54.1 
முழைகள் - 143.2 
முற்றம் - 133.2 
முறுக்கிக்கொண்டு - 252.3 
முறுக்கிட்ட - 362.1 
முறுக்கிப் - 256.3 
முறுவலின் - 115.26 
முறை - 208.1 
முறையால் - 180.2 
முன் - 28.1; 66.4; 75.3; 87.1; 114.1; 115.37; 154.3; 190.2; 191.1; 196.4; 223.17; 241.1; 282.1,3; 289.2; 338.3; 341.3; 347.3; 388.2 
முன்கை - 213.2 
முன்கையில் - 42.1 
முன்பு - 158.1 
முன்னம் - 122.1 
முன்னமே - 55.2; 71.4 
முன்னவனை - 409.1 
முன்னாக - 313.1 
முன்னாள் - 290.1 
முன்னே - 39.3; 88.1; 124.1; 234.2; 258.2; 262.2; 326.4; 396.1 
முன்னோடி - 223.13 
முனி - 54.1; 159.3; 196.2 
முனிக்குருகன்பேரி - 272.2 
முனிவர் - 7.1; 169.1 
முனிவருக்கும் - 189.2 
முனிவரும் - 115.26; 291.4 
மூக்கில் - 35.1 
மூக்கு - 4.1 
மூக்குத்தி - 379.2 
மூச்சு - 58.2 
மூட்டி - 60.1,1 
மூடி - 13.3; 329.1 
மூடு - 121.2 
மூடும் - 157.1 
மூத்த - 290.1 
மூதூர் - 4.1 
மூர்த்தி - 180.2 
மூரலால் - 263.1 
மூரலை - 157.3 
மூலம் - 164.1 
மூலிகையும் - 169.2 
மூவகை - 115.12; 263.1 
மூவர் - 103.1 
மூவர்க்கு - 83.1 
மூவர்கள் - 10.3 
மூவரில் - 254.1 
மூன்றடி - 44.2 
மூன்று - 95.1; 160.1,1,4 
மூன்றும் - 160.2,2,3 
மெச்சி - 195.1 
மெச்சுகுற - 200.1 
மெத்த - 73.1 
மெத்தக் - 64.3 
மெத்தையோ - 223.22 
மெய் - 24.1; 25.1; 115.39; 222.4 
மெய்க்குறியால் - 345.1 
மெய்யர் - 73.1 
மெய்யர்க்கு - 73.1 
மெய்யில் - 51.1 
மெய்யிலாதவன் - 318.1 
மெல்லமெல்ல - 75.4 
மெல்லி - 119.2 
மெல்லிய - 369.1 
மெழுகு - 208.1 
மெளலி - 67.1 
மேக்கு - 4.4 
